1.1630811523316704e-8,7.89027216218901e-8
2.3107242378599565e-8,0.000002994745447776685
2.5199830590922732e-12,4.4859961013604894e-7
9.663664213167359e-12,6.553219025680915e-8
2.2876338710368276e-15,0.0000024532473726836246
1.5184790071993425e-19,3.677677408438445e-7
1.1087222973791627e-12,1.504216803949858e-7
6.282819135774286e-15,0.000005891264266545434
3.2694016068232094e-22,8.810044843282388e-7
2.8417486147615163e-8,7.125297511640472e-8
2.4261137251003482e-8,1.0569565291527371e-7
0.000004640501025459067,0.000012081046793604019
1.0647029760930561e-10,1.390934719947982e-7
1.965360737888366e-9,1.993216436492995e-7
1.3895089236785015e-8,0.000023613230514752044
7.721400367137006e-11,1.1379531099666801e-8
5.548889622352454e-9,2.306511017548695e-8
3.5876369206983934e-8,0.0000019034439680295107
5.022884279941292e-12,2.5196957750745747e-9
1.2460712744652645e-41,2.1729098268645628e-7
3.4161243239641086e-26,1.8075959535753457e-9
4.013615780352441e-11,3.5103144463832614e-8
7.790021128988502e-20,0.0000030392110426106926
6.525298205767141e-22,2.528553753420116e-8
1.98758298740547e-10,5.7088516393319485e-8
2.2022564989298414e-28,0.000004945810833685788
7.208046277324975e-20,4.112707093013796e-8
6.369502622830363e-11,4.018722606240582e-9
8.462649132781325e-10,2.8762033377670548e-8
2.938603597298894e-11,2.1647831459001395e-9
1.3672671532158104e-7,0.0000019660862450818997
4.883231398487699e-7,0.00000525046866599769
9.384066479898267e-8,0.0000024801719375973875
1.2850032551776148e-12,0.0000010447850107452253
2.1270655126911332e-12,0.0000027985334645749882
1.646425106929395e-12,0.0000013166087539394632
2.5283694465394855e-28,3.3033151164425167e-7
7.658600470924345e-68,3.8480079329500794e-7
4.267939032103759e-101,3.177214525200457e-8
2.0152498329012918e-7,3.774030219016936e-7
3.2390658569527423e-7,4.3947123162045515e-7
1.066848734792365e-8,3.59248672085222e-8
6.969775293862146e-10,2.2612883136527832e-8
7.450199082637604e-9,2.7427969191283124e-8
8.567664699896992e-12,4.624816364249179e-9
7.767071795027085e-11,0.0000034186719529241357
2.8570746561740983e-11,6.631233823915071e-7
1.2337101690150348e-13,0.000008733704211836188
6.675838368450362e-11,0.000003301832065132916
1.6260538987230433e-11,6.405492461393282e-7
3.1360529654123073e-13,0.00000843010622342385
2.470632088440945e-12,0.000004716500040866163
6.534459994256912e-13,9.138741845863609e-7
1.0457256471934829e-15,0.000012106012434829493
